train_loss,epoch,step
19.0209903717041,49,49
17.634977340698242,99,99
16.888538360595703,149,149
16.50694465637207,199,199
16.30268669128418,249,249
16.19153594970703,299,299
16.096553802490234,349,349
16.063554763793945,399,399
16.00664520263672,449,449
15.993303298950195,499,499
15.95797061920166,549,549
15.937969207763672,599,599
15.949054718017578,649,649
15.927162170410156,699,699
15.910576820373535,749,749
15.93985652923584,799,799
15.909500122070312,849,849
15.908531188964844,899,899
15.899615287780762,949,949
15.894176483154297,999,999
15.915984153747559,1049,1049
