"","V1","V2"
"1",-0.147767150801028,-0.367882510445462
"2",-1.03221927176772,0.43111917289126
"3",1.74021226528578,1.44478597589752
"4",0.367443977715661,0.627763954285604
"5",-0.820838143837431,-1.1256298667729
"6",-0.454392381705367,0.838123082249811
"7",-0.386670229342421,0.718932674218739
"8",-0.924209700355693,1.79590860261514
"9",1.50325494002368,0.437287557256998
"10",0.494236020594783,-0.409145500657726
"11",0.498057470357246,-0.439731485734429
"12",-0.832548612576839,0.879374724338341
"13",-0.31856398681212,-0.00362920492722836
"14",-1.11259609152406,-1.38029599168462
"15",0.161463056597677,1.13006323963722
"16",-1.67723106481572,0.0772701577571142
"17",-0.911551515072858,-0.244611508976566
"18",-0.0875910388899005,-0.920442863142957
"19",1.81682049443419,0.0959062378080689
"20",0.196332360069298,1.63584724570453
"21",0.0551899544050202,-0.82068553875066
"22",0.102465276331325,-1.23684275611963
"23",0.84226901839594,0.0831217058055191
"24",0.106051781031886,0.879373482769244
"25",-0.0823181613492146,-0.153914904982923
"26",0.303510158248657,-0.994109368417582
"27",-0.667110700080498,0.322858722896387
"28",-2.15430022027768,-0.451889263211881
"29",-0.733825864407125,0.332743497525774
"30",-0.00819574104946811,0.530698929432255
"31",-1.05225692307106,1.19468805192251
"32",-0.0424709292510398,0.555207108443207
"33",0.559300160399434,-2.02420989179965
"34",-1.12105491566445,-0.358806633461255
"35",1.14978188528388,0.414679190858671
"36",0.733424127780975,-0.632973032278607
"37",-1.2267390360485,-0.117342812266908
"38",1.00797352555182,-1.5754479891367
"39",0.13759052527413,0.57314417951866
"40",-0.0357305091162324,0.403398658503534
"41",-0.540148973413809,-1.34355184779722
"42",-0.215617303482184,0.19354764551973
"43",-0.846869484778729,0.904205418299465
"44",0.258370922134534,0.141868952425504
"45",0.0305360182727374,-0.349702341457034
"46",-1.72429997779027,0.324778502310971
"47",0.0789917795455401,0.121453150494604
"48",-1.0526343442565,0.164396548874361
"49",-0.93667711725563,-0.145981580942348
"50",1.3092510623392,-1.80967211353527
"51",0.812904905060104,-2.14821327773779
"52",-0.00706526876171234,-0.320679759032055
"53",0.971972441640965,-1.36647535947914
"54",0.224895373246202,1.15223426545809
"55",0.259851373202796,-0.647651371968384
"56",1.41721580130582,0.0511709576294437
"57",0.663416775728281,2.50146168003308
"58",-1.02596833399974,0.616031255849295
"59",1.30782454755637,0.848732958055453
"60",1.93665923526338,1.263961832221
"61",0.971659101197087,-1.1594032785356
"62",1.30281845841444,-0.290303297082631
"63",0.611930699117516,-0.315485185344637
"64",-0.768252755263089,-2.59061524891222
"65",0.881540918072863,1.33876536186209
"66",1.43771194520453,0.362758160315873
"67",0.0887881194025139,-0.442559909228667
"68",0.273107032772162,-0.809358645963688
"69",-0.792317211398652,0.552491617372362
"70",-0.112479083835048,1.40445730053106
"71",-0.680879683208041,0.164731010850551
"72",1.16095072049194,0.324865866379548
"73",-0.496201372594787,-0.98955519529693
"74",0.348472421225355,-1.38260388777632
"75",-0.160838673328224,-0.78820012274054
"76",0.413081985509171,0.353687571441435
"77",-0.338322527501028,-0.489642922274583
"78",-1.05468057500119,0.90796395560809
"79",-0.215948693298541,0.485987261657205
"80",-1.05447570186646,0.474590591666536
"81",-0.789562972425021,-0.197159160510979
"82",2.0873645681388,-0.188008718316937
"83",-1.33706886583639,-0.620517455950502
"84",-1.08109707563195,-1.78263176832744
"85",-0.454249225764637,-1.00096710457711
