-1.365699867418427527e+00,1.628797610860447387e+00,8.850398071625681373e-01
2.937632976588234190e-01,4.041470371241338566e-01,3.774615637127457513e-01
7.156666932243560542e-01,7.436481068250210269e-01,-1.223969784071118783e+00
-8.696074851378270409e-01,-7.160957115951939178e-01,1.515378525318278498e-02
-1.289548261313027411e-01,7.941910989931654230e-01,1.692984303695555248e-01
1.235733935435465863e-01,1.099374688325846644e-01,-8.453182249128335934e-01
-1.084774462004505224e+00,6.660205217846682305e-03,-7.927289231460533658e-01
-6.074997290839031505e-01,1.139901014132953111e-01,2.035704830971863721e+00
-1.806625340958195158e+00,-1.569313462811774140e-01,1.920644996169702967e+00
2.036061559572475588e+00,-4.747444511949708290e-01,7.726801355828583073e-01
6.380205062781182934e-02,1.287525492060173526e+00,-5.415639021996347946e-01
-6.987973814451173826e-01,6.528506334524100674e-02,-1.684503951774032560e+00
-3.570217096581407845e-01,1.632746046198970541e-02,1.517092060817578636e-01
-1.357687304848461674e+00,1.231046543561757911e+00,-1.863143659679410868e+00
-2.051883575992783093e-01,-4.400610334252522127e-01,-1.139619160231108541e+00
-4.877893726414433417e-01,-3.372568186655473532e-01,-1.964879391895435479e+00
5.510071901061750488e-01,-9.586786837335520284e-01,-9.221507673628148716e-01
3.934791972807861749e-01,-6.576196550398513141e-01,1.235905421398245663e+00
5.867892140772936749e-01,9.093203417915901587e-01,-2.536668874890729009e-01
-2.383508081175302329e-01,-2.453848467833661794e-03,6.322018470383811151e-02
9.273376969298188777e-02,1.290256509914462280e+00,-3.229167003499177069e-01
-1.373233953668116847e+00,1.361013052916783206e+00,5.136713063951801050e-01
6.733178928709522282e-01,6.559774159708110786e-02,5.647022157283970722e-01
5.137319843970142852e-01,-5.964181460010346131e-02,-6.116613842217077934e-01
1.613085992431731119e+00,6.867323825164305395e-01,-7.807795299004762768e-01
-4.170084164693657058e-01,1.506879679550283013e+00,-5.652094448294068263e-01
-8.204395657151328791e-01,1.090276390963514475e+00,-8.449042766780542335e-01
1.315775374489593919e+00,-4.851117477794098520e-01,-2.062515990882374806e-01
-2.940982511776853072e-03,4.728738414007148672e-01,7.779599267640709137e-02
-2.018387593429233351e-01,2.623805486096411066e+00,1.780628405121655045e-01
8.645257267718907679e-01,4.154099356093937101e-01,-1.635587209709587375e+00
-1.675690993586284705e+00,1.074571245536800612e+00,-2.605634458360967520e-01
9.069746647782749305e-01,-2.051992035111636914e-02,2.428763898772078045e-01
3.188391390217444332e-01,-1.714544023331988631e-01,-1.207767800037368389e+00
-1.077975913203485514e-02,7.606957506190683560e-01,-1.244787027651896860e+00
1.162112184097225276e+00,1.461309948065471487e-01,-4.660226044984943083e-01
5.225210714946249002e-01,-1.825717062537530522e+00,4.557445895912304312e-01
1.015421698504362480e+00,1.363613081662133686e+00,-2.513779144794811571e-02
7.126501429950589106e-01,1.432171417310293404e-01,-5.561389534611673596e-02
6.364398962319605113e-01,-9.026117135327599295e-01,-2.031824710982732096e+00
-1.035572913852881749e+00,-6.977890537245677594e-02,2.681731143402115575e-02
-3.645297817086511349e-01,8.253525689018360589e-01,8.000875050323182913e-01
-6.705856334658883977e-01,2.168215308608862912e-01,-3.073063564655457158e-01
2.467099662402694460e-01,-2.150870208218755852e+00,1.187737512575889554e+00
2.887191924701459023e+00,-2.013790158034732602e+00,1.307500043306624615e+00
2.300237537000627830e-01,6.292213477606755090e-01,-1.210679574033355910e-01
-9.207898311353628351e-01,5.101035220505409917e-01,-2.777265896182963822e-01
-1.124205776293959236e+00,-7.312595431182308259e-01,2.532863704340471700e-01
-1.088558745740646927e+00,3.022382122913457869e-01,-1.153856452230521468e+00
-1.242694740150286137e+00,1.395535878350850079e-01,2.890229209510143948e-01
-2.527967159160576571e+00,7.983382592756740337e-01,1.231585447945003020e+00
4.027532975940474103e+00,-9.642813245130958943e-01,-1.023953310054186661e+00
1.216732460017148298e+00,1.254587320217562363e+00,1.242227140754746717e+00
1.052952035880217574e+00,6.360306107301566536e-01,-2.005839710207707238e+00
-4.223089549848891844e-01,1.425346922736254740e+00,2.732261936039019901e-01
4.788835170321192880e-01,-3.465515210851523586e-01,4.129378527559574574e-01
-5.303387883666819125e-01,1.936810487963519289e+00,-8.371670872001630848e-01
2.940039662973880086e-01,1.161996804084167279e+00,-1.678103473393625755e+00
-2.330415596447051041e-02,-8.478470614839775932e-01,-1.251120131722277762e+00
1.525728703926661489e-01,-3.627530988990665395e-01,-5.711922583075279558e-01
-2.115346720611793740e-01,-2.479522625985919326e-01,1.132961757542041648e+00
-1.033904011856725536e+00,2.702233515477885373e+00,6.010722287750925874e-01
-3.290420800388696443e-01,-1.520998252906226311e-01,-2.116265982961158976e+00
-9.828400827100887416e-02,7.448799635694258736e-02,7.077364592340344984e-01
-1.003851320190102703e+00,2.142453502534887644e+00,-5.305873102940403818e-01
-3.408551821139559901e-01,5.566699144201792127e-01,-6.053239860441718134e-01
-8.403005044611450147e-01,5.869636827091807563e-01,1.856362782045936355e-01
7.761060734097245950e-01,5.760089340989548168e-01,4.421685285268207345e-03
2.421672035109796006e+00,1.257241582204863040e+00,-4.075622297774707525e-01
6.432425620419655043e-01,1.869917354652337105e+00,-6.488038491235945671e-01
-4.847269130068045939e-01,8.453099725213730764e-01,-1.236684381926759446e+00
-3.771537931185804937e-01,7.607263679915673427e-01,-6.590268087057039592e-01
7.958581858978889256e-01,-7.666309504060744295e-01,2.183769232613123057e-01
-4.052280698272390236e-01,7.849356171862160725e-01,-4.187945805300061219e-01
1.961070621338592557e-01,-3.278071733526369269e-01,-1.559094985003885991e-01
-1.268964529501891647e+00,-3.145965895450240080e-01,-2.525362597705726464e-01
-3.335110058220828178e-01,-5.460025204864134979e-02,6.127355183496626667e-01
-5.320740597938408145e-01,-1.507779995434262776e+00,-4.505002205507625535e-01
6.595442432273995736e-02,-3.755680116741313274e-02,-8.918793710288421828e-01
-6.251563965745665641e-01,-2.180551235348210604e+00,-1.077647888133470983e-01
8.509957739346456496e-01,1.168917452651677458e+00,-1.672242789586343703e-01
3.315820731127845922e-01,-4.347253306723751209e-01,-4.860593419173648289e-01
-5.439162937674868470e-01,1.269625207422505397e+00,1.731228960209607592e-01
5.147530608803092544e-01,-9.392174683814624725e-02,5.184480373452911017e-01
5.669970356583908799e-01,5.712616454913655578e-02,-6.143691270166794505e-01
-1.276411446580645592e-01,-1.108899925736172243e+00,-8.179512298313229568e-01
-1.388301907659249546e+00,6.592244072463741000e-01,-3.419055036458318875e-01
-5.152723931346223640e-01,-4.720819618320311051e-01,-3.678500709412670933e-01
3.107352049623071100e+00,-3.574067945225928994e-02,-3.648339603832445821e+00
1.273087833276156378e-01,5.535614247250316700e-01,-4.106923899798264888e-01
1.193453947531529336e+00,1.596823604802142693e+00,-1.209398812033441045e-01
-9.752005957343781173e-01,3.775266767578139837e-01,-7.605041882250307417e-01
-5.451610198392498052e-01,7.722281522014916577e-01,-1.899780421936927199e+00
-2.912406932380613434e-01,-1.581125114174020130e+00,-1.172620100320435288e+00
-3.712409425308140221e-01,-6.404706864030266233e-01,-4.776215126837873304e-01
-1.039125102210184615e+00,2.011089635846239343e+00,2.527327727453063666e-01
-5.468727378010429518e-01,7.746430434365706441e-01,2.332711683448862594e-01
4.168935589293501498e-01,-8.483779521265251145e-01,1.621543892065820502e+00
1.668706312789246526e+00,-9.172425202688376800e-01,-8.541901407184636641e-01
1.017136103378477152e+00,-3.815007934361406838e-01,-7.810732400592605984e-01
-3.870075570479704075e-01,1.082501427691719975e+00,1.645912164779425702e+00
-1.992610201687191121e-02,4.287513031540649555e-01,-1.742118778381384514e+00
7.537100725055262407e-01,-1.813706643897675663e+00,7.600254858759103449e-01
1.249068567461904866e+00,8.248501503456605599e-01,-8.646022120127297983e-01
-5.312076214481760150e-01,2.166695510452682216e-01,2.900124404032225489e-01
